price,bedrooms,bathrooms,livingArea,lotSize,yearBuilt,propertyTaxRate,taxAssessedValue,zestimate,rentZestimate,latitude,longitude,resoFacts/stories,resoFacts/hasGarage,resoFacts/hasHeating,resoFacts/hasCooling,resoFacts/hasFireplace,resoFacts/isNewConstruction,homeType
844713,5.0,4.0,2712.0,,2021.0,1.13,,,3725.0,45.52910614,-122.7969589,3.0,False,True,True,True,True,SINGLE_FAMILY
879000,4.0,3.0,2681.0,4791.0,1926.0,1.12,630650.0,886200.0,3390.0,45.54713058,-122.6214981,3.0,False,True,True,True,False,SINGLE_FAMILY
825000,4.0,2.0,2583.0,6098.0,1931.0,1.12,697790.0,833100.0,2962.0,45.47251511,-122.6317062,3.0,False,True,True,True,False,SINGLE_FAMILY
692000,4.0,3.0,2486.0,2613.0,2018.0,1.13,543300.0,698200.0,2627.0,45.56999969,-122.832077,3.0,False,True,True,True,False,SINGLE_FAMILY
684000,4.0,2.0,2291.0,4791.0,1952.0,1.12,441020.0,689300.0,2598.0,45.55308533,-122.587471,2.0,False,True,,True,False,SINGLE_FAMILY
785000,3.0,4.0,2020.0,,2003.0,1.12,748980.0,814900.0,3449.0,45.53186417,-122.6916656,3.0,False,True,True,True,False,TOWNHOUSE
699000,3.0,3.0,2135.0,2178.0,1996.0,1.12,559120.0,,2799.0,45.51178741,-122.6905746,3.0,False,True,True,True,False,SINGLE_FAMILY
725000,3.0,2.0,1702.0,33105.0,1988.0,1.12,876080.0,732100.0,2849.0,45.43342209,-122.6991882,,False,True,False,True,,SINGLE_FAMILY
1230000,5.0,3.0,3578.0,6098.0,2016.0,1.13,686240.0,1245200.0,4400.0,45.51752472,-122.7793121,2.0,False,True,True,True,False,SINGLE_FAMILY
775000,4.0,3.0,2160.0,2613.0,2017.0,1.12,663100.0,782000.0,2995.0,45.55844879,-122.6288452,3.0,False,True,True,True,False,SINGLE_FAMILY
800000,4.0,3.0,2616.0,16988.0,1974.0,1.12,552550.0,807800.0,2995.0,45.44869614,-122.6755905,2.0,False,True,,True,False,SINGLE_FAMILY
1840000,4.0,5.0,6179.0,39639.0,1930.0,1.12,2116882.0,1862800.0,7530.0,45.43268967,-122.6567001,3.0,False,True,True,True,False,SINGLE_FAMILY
1475000,5.0,4.0,4265.0,21344.0,2014.0,1.13,899920.0,1492400.0,5845.0,45.51771164,-122.7774048,2.0,False,True,True,True,False,SINGLE_FAMILY
835000,4.0,3.0,2678.0,4791.0,1921.0,1.12,748880.0,841600.0,2997.0,45.55282593,-122.632164,3.0,False,True,True,True,False,SINGLE_FAMILY
1100000,3.0,3.0,3860.0,9583.0,1909.0,1.12,1108890.0,1109500.0,4443.0,45.51600266,-122.6472931,3.0,False,True,,True,False,SINGLE_FAMILY
735000,3.0,3.0,2679.0,5227.0,1930.0,1.12,690090.0,740800.0,2997.0,45.52864838,-122.6286774,2.0,False,True,True,True,False,SINGLE_FAMILY
705000,4.0,2.0,2804.0,4791.0,1925.0,1.12,672680.0,711100.0,2996.0,45.54576874,-122.6572037,3.0,False,True,,True,False,SINGLE_FAMILY
1150000,4.0,4.0,2984.0,4791.0,1925.0,1.12,1019120.0,1161700.0,4923.0,45.54298401,-122.6163635,3.0,False,True,True,True,False,SINGLE_FAMILY
685000,3.0,3.0,2770.0,4791.0,1974.0,1.12,526810.0,690400.0,2856.0,45.48962402,-122.6336594,4.0,False,True,True,True,False,SINGLE_FAMILY
949000,3.0,4.0,3265.0,16552.0,1964.0,1.13,687040.0,957000.0,4079.0,45.53263855,-122.8063965,2.0,True,True,True,True,False,SINGLE_FAMILY
909991,,,,4356.0,,1.12,254740.0,,,45.55076218,-122.8034134,,False,False,False,,,SINGLE_FAMILY
655000,4.0,2.0,2925.0,4791.0,1907.0,1.12,580020.0,660600.0,2723.0,45.49860001,-122.656517,2.0,False,True,,True,False,SINGLE_FAMILY
805000,5.0,3.0,3088.0,5662.0,2003.0,1.13,675540.0,814100.0,3477.0,45.54850006,-122.8191833,2.0,False,True,True,True,False,SINGLE_FAMILY
999900,4.0,4.0,2979.0,204732.0,2010.0,1.12,693540.0,1007200.0,4034.0,45.63889313,-122.855484,2.0,False,True,True,True,False,SINGLE_FAMILY
825000,5.0,3.0,2856.0,5662.0,1949.0,1.12,457180.0,832700.0,2250.0,45.50792313,-122.6020813,3.0,False,True,True,True,False,SINGLE_FAMILY
775000,3.0,2.0,2173.0,4791.0,1929.0,1.12,609190.0,782300.0,2766.0,45.50999451,-122.636734,3.0,False,True,True,True,False,SINGLE_FAMILY
665000,3.0,2.0,2106.0,3049.0,1908.0,1.12,428150.0,671200.0,2650.0,45.49591446,-122.6525879,3.0,False,True,,,False,SINGLE_FAMILY
1400000,5.0,4.0,6031.0,156816.0,1996.0,1.12,1453460.0,1413100.0,7987.0,45.55208588,-122.7714615,4.0,False,True,True,True,False,SINGLE_FAMILY
1500000,3.0,3.0,5324.0,67953.0,1890.0,1.12,1964780.0,1511800.0,6058.0,45.4484787,-122.6587524,3.0,False,True,True,True,False,SINGLE_FAMILY
705000,3.0,2.0,2835.0,3484.0,1911.0,1.12,538270.0,710200.0,2795.0,45.5089798,-122.615448,3.0,False,True,,True,False,SINGLE_FAMILY
681000,5.0,4.0,2950.0,3049.0,2018.0,1.13,576800.0,686800.0,2795.0,45.57235718,-122.8504562,3.0,False,True,True,True,False,SINGLE_FAMILY
949000,4.0,3.0,4732.0,13068.0,1961.0,1.12,889020.0,957900.0,4096.0,45.47208405,-122.6917572,2.0,False,True,True,True,False,SINGLE_FAMILY
1477750,4.0,3.0,4920.0,7405.0,1912.0,1.12,956370.0,1491600.0,6430.0,45.5135231,-122.6043396,4.0,False,True,True,True,False,SINGLE_FAMILY
662500,4.0,2.0,2354.0,5227.0,1925.0,1.12,571610.0,668700.0,2923.0,45.57897186,-122.7005463,2.0,True,True,True,True,False,SINGLE_FAMILY
1300000,5.0,4.0,3809.0,7405.0,1952.0,1.12,761810.0,1311200.0,4066.0,45.49242783,-122.6970673,2.0,False,True,True,True,False,SINGLE_FAMILY
678000,4.0,3.0,2059.0,2613.0,2020.0,1.13,147470.0,683700.0,2586.0,45.57439423,-122.8331451,2.0,False,True,True,True,False,SINGLE_FAMILY
680000,3.0,3.0,2342.0,5227.0,2001.0,1.13,518300.0,686600.0,2926.0,45.5642128,-122.8391647,2.0,False,True,True,True,False,SINGLE_FAMILY
697500,4.0,3.0,2814.0,4356.0,2016.0,1.13,628190.0,702300.0,3346.0,45.56702805,-122.8346024,2.0,False,True,True,True,False,SINGLE_FAMILY
990000,4.0,4.0,2743.0,31363.0,1994.0,1.12,687570.0,1001200.0,4139.0,45.54985046,-122.7998047,2.0,False,True,True,True,False,SINGLE_FAMILY
1525000,5.0,3.0,3070.0,10018.0,1979.0,1.12,746360.0,1537400.0,6811.0,45.44987106,-122.6626205,3.0,False,True,True,True,False,SINGLE_FAMILY
681000,4.0,3.0,2308.0,3049.0,2018.0,1.13,561700.0,685700.0,2795.0,45.56920242,-122.8340912,2.0,False,True,True,True,False,SINGLE_FAMILY
725000,4.0,2.0,3005.0,3920.0,1913.0,1.12,583700.0,725900.0,2996.0,45.50029755,-122.632225,3.0,False,True,,True,False,SINGLE_FAMILY
657000,3.0,2.0,2520.0,5227.0,1904.0,1.12,651400.0,662400.0,2582.0,45.51760101,-122.6344757,3.0,False,True,,,False,SINGLE_FAMILY
1725000,4.0,3.0,3809.0,22300.0,1940.0,1.12,1396300.0,1739100.0,6415.0,45.51832581,-122.5957489,,False,True,True,True,,SINGLE_FAMILY
1325000,4.0,4.0,3698.0,6534.0,1926.0,1.12,975880.0,1335800.0,5173.0,45.51987457,-122.7121353,3.0,False,True,True,True,False,SINGLE_FAMILY
1385000,5.0,5.0,5649.0,13939.0,2002.0,1.12,1278240.0,1396300.0,5797.0,45.54936981,-122.7754288,3.0,False,True,True,True,False,SINGLE_FAMILY
2400000,6.0,4.0,4595.0,32670.0,1916.0,1.12,2123370.0,2335900.0,9599.0,45.5384903,-122.637413,,False,True,True,True,,SINGLE_FAMILY
919000,3.0,2.0,3158.0,4791.0,1934.0,1.12,849930.0,926500.0,3812.0,45.54629135,-122.6320114,3.0,False,True,,True,False,SINGLE_FAMILY
1670000,6.0,5.0,5143.0,9147.0,1926.0,1.12,1472080.0,1683000.0,7023.0,45.54408264,-122.6199493,4.0,False,True,,True,False,SINGLE_FAMILY
3045000,1.0,1.0,576.0,5227.0,1925.0,1.12,2696990.0,3068600.0,5468.0,45.46971893,-122.6485825,,False,True,False,True,,TOWNHOUSE
767000,3.0,3.0,3114.0,7405.0,1997.0,1.13,675260.0,775700.0,3394.0,45.55759811,-122.8265152,2.0,False,True,True,True,False,SINGLE_FAMILY
800000,4.0,3.0,2092.0,4791.0,1925.0,1.12,602790.0,806200.0,2795.0,45.54778671,-122.6139984,2.0,False,True,True,True,False,SINGLE_FAMILY
3000000,2.0,1.0,1486.0,5000.0,1946.0,1.12,434580.0,548600.0,2214.0,45.57105255,-122.638443,,False,True,False,True,,SINGLE_FAMILY
890000,3.0,3.0,4030.0,7405.0,1940.0,1.12,771890.0,895100.0,3636.0,45.46582413,-122.6860886,3.0,False,True,True,True,False,SINGLE_FAMILY
880000,4.0,3.0,3433.0,13503.0,1994.0,1.12,730390.0,886800.0,3775.0,45.53860474,-122.769516,2.0,False,True,True,True,False,SINGLE_FAMILY
3000000,2.0,8.0,14506.0,44999.0,2009.0,1.12,12926310.0,,1850.0,45.56981659,-122.6384506,,False,True,False,True,,SINGLE_FAMILY
3000000,,,15207.0,82761.0,1948.0,1.12,9474990.0,,1749.0,45.56932068,-122.6356735,,False,False,False,,,APARTMENT
1500000,6.0,4.0,3944.0,5662.0,1926.0,1.12,1120050.0,1508500.0,5619.0,45.54049683,-122.6351318,3.0,False,True,True,True,False,SINGLE_FAMILY
891000,3.0,4.0,2794.0,34848.0,1968.0,1.08,634646.0,901300.0,3399.0,45.4086113,-122.5997162,1.0,False,True,True,True,False,SINGLE_FAMILY
3000000,4.0,1.5,2700.0,13375.0,1952.0,1.12,697870.0,,2250.0,45.57022476,-122.6356659,,False,True,True,True,,SINGLE_FAMILY
700000,2.0,1.0,880.0,4750.0,1924.0,1.12,498490.0,705400.0,1975.0,45.53264999,-122.6024704,,False,True,True,True,,SINGLE_FAMILY
671000,3.0,2.0,2282.0,4791.0,1912.0,1.12,524890.0,676200.0,2599.0,45.49371719,-122.6168289,3.0,False,True,,,False,SINGLE_FAMILY
762000,3.0,3.0,2443.0,4791.0,1997.0,1.13,618880.0,769000.0,2961.0,45.5254364,-122.7749939,2.0,False,True,True,True,False,SINGLE_FAMILY
905000,4.0,3.0,2720.0,4791.0,1925.0,1.12,772060.0,912000.0,3875.0,45.54966736,-122.6404953,3.0,False,True,True,True,False,SINGLE_FAMILY
700000,4.0,2.0,2020.0,4791.0,1926.0,1.12,528450.0,704000.0,2956.0,45.48043442,-122.644722,3.0,False,True,True,True,False,SINGLE_FAMILY
825000,4.0,3.0,2905.0,3049.0,2005.0,1.13,678230.0,832600.0,3396.0,45.51599884,-122.7820511,3.0,False,True,True,True,False,TOWNHOUSE
867500,3.0,3.0,3173.0,4791.0,1913.0,1.12,722920.0,874200.0,3229.0,45.54308701,-122.6511307,3.0,False,True,True,True,False,SINGLE_FAMILY
774203,,3.0,3434.0,5663.0,2021.0,1.13,184330.0,,,45.574646,-122.8348618,,False,True,True,True,,SINGLE_FAMILY
1200000,3.0,3.0,2383.0,29620.0,1954.0,1.12,1051570.0,1209300.0,4713.0,45.52048492,-122.7241974,2.0,False,True,True,True,False,SINGLE_FAMILY
3000000,2.0,1.0,10293.0,19050.0,1998.0,1.12,5951790.0,,1895.0,45.56852341,-122.6357574,,False,False,False,,,SINGLE_FAMILY
3000000,3.0,1.5,51290.0,34768.0,1998.0,1.12,14236710.0,,1895.0,45.5687561,-122.6352539,,False,False,False,,,SINGLE_FAMILY
854900,4.0,3.0,2480.0,3484.0,2019.0,1.12,795230.0,859400.0,3566.0,45.50292206,-122.5987778,2.0,False,True,True,True,False,SINGLE_FAMILY
1100000,5.0,3.0,3357.0,6534.0,1910.0,1.12,758700.0,1107700.0,3920.0,45.51124954,-122.6530838,3.0,False,True,,True,False,SINGLE_FAMILY
840000,4.0,2.0,2688.0,4791.0,1929.0,1.12,605080.0,846200.0,3393.0,45.47912979,-122.6509247,3.0,False,True,True,True,False,SINGLE_FAMILY
960000,4.0,3.0,2979.0,5227.0,1942.0,1.12,638690.0,965100.0,3853.0,45.47113037,-122.6327209,3.0,False,True,True,True,False,SINGLE_FAMILY
705800,3.0,3.0,2662.0,6969.0,1999.0,1.12,570310.0,709500.0,3353.0,45.43938828,-122.6934204,2.0,False,True,True,True,False,SINGLE_FAMILY
825000,4.0,3.0,2934.0,10454.0,1982.0,1.13,724290.0,832200.0,3487.0,45.51763535,-122.7494431,2.0,False,True,True,True,False,SINGLE_FAMILY
855000,3.0,2.0,2162.0,6098.0,1996.0,1.13,629170.0,863300.0,3330.0,45.55325317,-122.8416977,1.0,True,True,True,,False,SINGLE_FAMILY
905000,3.0,2.0,2926.0,5227.0,1926.0,1.12,700030.0,909800.0,3769.0,45.52878189,-122.625885,3.0,False,True,True,True,False,SINGLE_FAMILY
770000,4.0,3.0,2520.0,4791.0,2015.0,1.12,582530.0,776000.0,3137.0,45.56891632,-122.6495132,2.0,False,True,True,True,False,SINGLE_FAMILY
760000,4.0,3.0,2991.0,7840.0,1997.0,1.13,701020.0,764400.0,3338.0,45.53208923,-122.7777481,2.0,False,True,True,True,False,SINGLE_FAMILY
660000,4.0,3.0,1872.0,4791.0,1906.0,1.12,509910.0,663500.0,2211.0,45.5198555,-122.6341934,2.0,False,True,True,,False,SINGLE_FAMILY
1325000,5.0,3.0,3857.0,10890.0,1927.0,1.08,782471.0,1336600.0,5291.0,45.45648193,-122.6485672,2.0,False,True,True,True,False,SINGLE_FAMILY
875000,4.0,1.0,988.0,10000.0,1885.0,1.12,443500.0,,,45.49787521,-122.6909866,,False,True,False,,,SINGLE_FAMILY
685000,4.0,2.0,1932.0,5227.0,1925.0,1.12,542230.0,690000.0,2600.0,45.52478409,-122.6424103,3.0,False,True,True,True,False,SINGLE_FAMILY
900000,4.0,2.0,3214.0,6098.0,1922.0,1.12,644930.0,904700.0,3366.0,45.5413208,-122.6378021,3.0,False,True,,True,False,SINGLE_FAMILY
902000,4.0,3.0,2926.0,11761.0,1984.0,1.13,688930.0,909800.0,3608.0,45.53948593,-122.8134918,2.0,False,True,True,True,False,SINGLE_FAMILY
725914,,,,4356.0,,1.13,184330.0,,,45.57470322,-122.8350677,,False,False,False,,,SINGLE_FAMILY
665000,3.0,3.0,2076.0,4791.0,2004.0,1.12,578680.0,669900.0,2849.0,45.57402039,-122.6640244,2.0,False,True,True,True,False,SINGLE_FAMILY
920000,5.0,4.0,3931.0,4791.0,2016.0,1.13,749260.0,928000.0,4080.0,45.56093979,-122.8117905,3.0,False,True,True,True,False,SINGLE_FAMILY
900000,3.0,3.0,2930.0,6098.0,2016.0,1.13,754280.0,905200.0,3924.0,45.55270767,-122.8146515,2.0,False,True,True,True,False,SINGLE_FAMILY
1100000,6.0,4.0,3525.0,6098.0,2017.0,1.13,806100.0,1106400.0,4546.0,45.57651901,-122.8499374,2.0,False,True,True,True,False,SINGLE_FAMILY
658000,3.0,1.0,2920.0,5227.0,1923.0,1.12,573040.0,662800.0,2629.0,45.52761078,-122.6281586,3.0,False,True,True,True,False,SINGLE_FAMILY
1160000,5.0,4.0,3020.0,4356.0,1929.0,1.12,716700.0,1168500.0,4903.0,45.50767899,-122.635437,3.0,False,True,True,True,False,SINGLE_FAMILY
745000,3.0,3.0,2807.0,9583.0,2014.0,1.12,580570.0,750200.0,3227.0,45.4653244,-122.514534,2.0,False,True,True,True,False,SINGLE_FAMILY
800000,3.0,3.0,2384.0,4791.0,1929.0,1.12,665660.0,803900.0,2595.0,45.54679489,-122.6129913,3.0,False,True,True,True,False,SINGLE_FAMILY
1625000,4.0,3.0,3681.0,6969.0,2014.0,1.12,1589520.0,1632900.0,6939.0,45.53210831,-122.7100067,3.0,False,True,True,True,False,SINGLE_FAMILY
1600000,,,,10000.0,,1.12,250000.0,,,45.47392273,-122.6752472,,False,False,False,,,SINGLE_FAMILY
704321,4.0,4.0,5782.0,29232.0,1965.0,1.13,893290.0,1114200.0,4591.0,45.53657532,-122.8031464,,False,True,True,True,,SINGLE_FAMILY
2175000,5.0,5.0,5340.0,10018.0,1938.0,1.12,1710070.0,2185600.0,9057.0,45.51094437,-122.6947174,3.0,False,True,True,True,False,SINGLE_FAMILY
951000,4.0,3.0,2883.0,4791.0,1916.0,1.12,722110.0,955600.0,4009.0,45.55391312,-122.6406555,3.0,False,True,True,True,False,SINGLE_FAMILY
1100000,,3.5,3187.0,2480.0,2019.0,1.12,845270.0,1167000.0,4472.0,45.55458069,-122.647438,,False,True,False,,,SINGLE_FAMILY
830000,3.0,3.0,2243.0,3920.0,2014.0,1.12,718660.0,834000.0,3165.0,45.55789185,-122.6365814,2.0,False,True,True,True,False,SINGLE_FAMILY
1551200,5.0,5.0,4451.0,4791.0,1907.0,1.12,1527420.0,1558700.0,6011.0,45.52928162,-122.6993866,3.0,False,True,,True,False,SINGLE_FAMILY
1085000,,,,6534.0,,1.13,239930.0,,,45.57701111,-122.847908,,False,False,False,,,SINGLE_FAMILY
4100000,6.0,8.0,9065.0,71874.0,1895.0,1.12,4072920.0,4119900.0,17004.0,45.44403076,-122.6544113,3.0,True,True,True,True,False,SINGLE_FAMILY
679000,3.0,3.0,2198.0,3484.0,2002.0,1.13,474370.0,682600.0,2600.0,45.5192337,-122.7907181,3.0,False,True,True,True,False,SINGLE_FAMILY
3150000,3.0,1.0,2296.0,4791.0,1923.0,1.12,2826440.0,1184700.0,4732.0,45.55921555,-122.6794662,,False,True,True,True,,SINGLE_FAMILY
775000,3.0,1.5,2175.0,5662.0,1940.0,1.12,719040.0,879000.0,3439.0,45.54098129,-122.6361237,,False,True,False,True,,SINGLE_FAMILY
700000,4.0,2.0,3204.0,7840.0,1909.0,1.12,639060.0,703400.0,2395.0,45.52239609,-122.5827255,4.0,False,True,,True,False,SINGLE_FAMILY
690000,2.0,2.5,2107.0,,2001.0,1.12,619510.0,686100.0,4939.0,45.51854324,-122.6800537,,False,True,True,True,,CONDO
1150000,4.0,4.0,4336.0,21780.0,1987.0,1.12,1441180.0,1158500.0,4839.0,45.51926804,-122.7254868,2.0,False,True,True,True,False,SINGLE_FAMILY
1365000,5.0,4.0,3174.0,4791.0,2019.0,1.12,216250.0,,5054.0,45.52490234,-122.7110291,2.0,True,True,True,True,False,SINGLE_FAMILY
690000,2.0,3.0,2338.0,,2001.0,1.12,,,2400.0,45.50416565,-122.6858673,3.0,True,True,True,True,False,TOWNHOUSE
1600000,4.0,5.0,5039.0,21780.0,1928.0,1.12,1506170.0,1755300.0,6561.0,45.47398758,-122.6757965,3.0,True,True,,True,False,SINGLE_FAMILY
657500,5.0,3.0,2836.0,6098.0,1958.0,1.12,493630.0,660700.0,2732.0,45.47413254,-122.6909561,2.0,False,True,True,True,False,SINGLE_FAMILY
805000,4.0,3.0,3008.0,4791.0,1932.0,1.12,707240.0,808600.0,2995.0,45.47802734,-122.6445618,3.0,False,True,True,True,False,SINGLE_FAMILY
1790000,5.0,4.0,4334.0,7840.0,1925.0,1.12,1257870.0,1800500.0,7433.0,45.54270554,-122.6487198,3.0,False,True,True,True,False,SINGLE_FAMILY
675000,3.0,2.0,2226.0,4791.0,1906.0,1.12,515640.0,678900.0,2598.0,45.46032715,-122.6493378,3.0,False,True,,True,False,SINGLE_FAMILY
1210000,4.0,4.0,5058.0,10018.0,1874.0,1.12,1044810.0,1217100.0,5031.0,45.56668472,-122.6671982,4.0,False,True,True,True,False,SINGLE_FAMILY
1200000,4.0,5.0,4291.0,11761.0,2004.0,1.12,931210.0,1207900.0,5146.0,45.53556824,-122.7634048,3.0,False,True,True,True,False,SINGLE_FAMILY
825000,3.0,2.0,2650.0,5662.0,1924.0,1.12,728620.0,829800.0,3389.0,45.53131866,-122.6267395,3.0,False,True,True,True,False,SINGLE_FAMILY
752500,4.0,3.0,2510.0,7405.0,1999.0,1.13,540820.0,756100.0,2962.0,45.54925919,-122.8068848,2.0,False,True,True,True,False,SINGLE_FAMILY
835000,3.0,3.0,2352.0,2613.0,1890.0,1.12,588120.0,838100.0,2594.0,45.51639938,-122.6924362,3.0,False,True,,,False,SINGLE_FAMILY
1055500,3.0,3.0,2837.0,4791.0,1910.0,1.12,923440.0,1062500.0,4061.0,45.5069313,-122.6272812,3.0,False,True,True,True,False,SINGLE_FAMILY
713400,4.0,3.0,2472.0,6098.0,1957.0,1.12,527530.0,717600.0,2650.0,45.47532272,-122.6897964,2.0,False,True,True,True,False,SINGLE_FAMILY
661600,3.0,2.0,2652.0,5000.0,1940.0,1.12,496790.0,591900.0,2394.0,45.57773972,-122.6699524,,False,True,False,True,,SINGLE_FAMILY
735000,,3.0,3436.0,7500.0,1924.0,1.12,689390.0,792700.0,2331.0,45.57604218,-122.6765671,,False,True,False,,,SINGLE_FAMILY
675000,4.0,2.0,2275.0,9583.0,1945.0,1.12,495180.0,678900.0,2647.0,45.55308914,-122.615448,3.0,False,True,True,,False,SINGLE_FAMILY
715000,3.0,3.0,2004.0,,2020.0,1.12,2267900.0,719200.0,2996.0,45.55762863,-122.6122818,2.0,False,True,True,,True,SINGLE_FAMILY
1055000,4.0,4.0,3774.0,5662.0,2006.0,1.12,820110.0,1034300.0,4284.0,45.48264313,-122.6868057,3.0,False,True,True,True,False,SINGLE_FAMILY
745000,4.0,2.0,2299.0,4791.0,1930.0,1.12,506740.0,748300.0,2681.0,45.55849457,-122.6440811,2.0,False,True,,True,False,SINGLE_FAMILY
783000,4.0,3.0,3076.0,4791.0,2015.0,1.13,684900.0,789000.0,3320.0,45.5687027,-122.8297577,2.0,False,True,True,True,False,SINGLE_FAMILY
961600,4.0,4.0,3875.0,12196.0,2014.0,1.13,692200.0,966200.0,4257.0,45.52069473,-122.7715378,2.0,False,True,True,True,False,SINGLE_FAMILY
913077,,,,4792.0,,1.12,84550.0,,,45.5521431,-122.8038483,,False,False,False,,,SINGLE_FAMILY
700000,3.0,2.0,1965.0,2613.0,1925.0,1.12,539910.0,704600.0,2364.0,45.4667511,-122.658783,3.0,False,True,True,,False,SINGLE_FAMILY
845000,5.0,4.0,4642.0,8712.0,1999.0,1.12,661050.0,848800.0,3714.0,45.53464508,-122.7789764,3.0,False,True,True,True,False,SINGLE_FAMILY
775000,4.0,2.0,1835.0,68389.0,1944.0,1.12,512300.0,779500.0,2896.0,45.58429718,-122.8028946,2.0,False,True,,,False,SINGLE_FAMILY
929000,4.0,3.0,2448.0,4791.0,2011.0,1.12,733150.0,933200.0,3183.0,45.4780159,-122.6171646,2.0,False,True,True,True,False,SINGLE_FAMILY
1431000,4.0,4.0,3714.0,4791.0,1912.0,1.12,1042370.0,1437400.0,4078.0,45.52519608,-122.6221695,3.0,False,True,True,True,False,SINGLE_FAMILY
825000,4.0,4.0,2640.0,3049.0,2017.0,1.12,721400.0,829800.0,3096.0,45.55783844,-122.6628036,3.0,False,True,True,True,False,SINGLE_FAMILY
1520000,5.0,4.0,3735.0,4356.0,1929.0,1.12,1246240.0,1527800.0,5941.0,45.53988647,-122.6362839,3.0,False,True,True,True,False,SINGLE_FAMILY
695000,3.0,3.0,2820.0,4791.0,1913.0,1.12,606700.0,698600.0,2556.0,45.56740189,-122.6320343,3.0,False,True,True,True,False,SINGLE_FAMILY
715000,3.0,2.0,2012.0,22215.0,1949.0,1.12,500630.0,717100.0,2149.0,45.45538712,-122.6917419,2.0,False,True,,True,False,SINGLE_FAMILY
740000,4.0,2.0,2244.0,4791.0,1930.0,1.12,500380.0,743800.0,2694.0,45.50411224,-122.6096954,3.0,False,True,True,True,False,SINGLE_FAMILY
879460,,,,4792.0,,1.12,109850.0,,,45.55357361,-122.8001099,,False,False,False,,,SINGLE_FAMILY
1015000,5.0,3.0,3330.0,4791.0,1912.0,1.12,658590.0,1020200.0,4097.0,45.56569672,-122.6639862,4.0,False,True,,True,False,SINGLE_FAMILY
849100,3.0,2.0,2121.0,7405.0,1927.0,1.12,691320.0,853500.0,2295.0,45.5727005,-122.7012711,2.0,False,True,True,True,False,SINGLE_FAMILY
760000,4.0,3.0,2492.0,4791.0,1923.0,1.12,555190.0,763900.0,2995.0,45.50737,-122.6077957,2.0,False,True,True,True,False,SINGLE_FAMILY
965000,4.0,4.0,3182.0,3920.0,2016.0,1.12,803150.0,969900.0,3876.0,45.55768585,-122.628334,3.0,False,True,True,True,False,SINGLE_FAMILY
925000,4.0,3.0,2706.0,4356.0,1932.0,1.12,660800.0,,2995.0,45.50929642,-122.6406403,3.0,False,True,True,True,False,SINGLE_FAMILY
738000,5.0,4.0,4327.0,13068.0,2002.0,1.12,652700.0,741800.0,2694.0,45.46268463,-122.5258102,2.0,False,True,True,True,False,SINGLE_FAMILY
905000,3.0,2.0,2860.0,6098.0,1951.0,1.12,627090.0,909300.0,2558.0,45.52044296,-122.6135025,2.0,False,True,True,True,False,SINGLE_FAMILY
975000,3.0,3.0,1952.0,,2017.0,1.12,799190.0,981800.0,3830.0,45.49956894,-122.6792908,2.0,True,True,True,True,False,CONDO
749000,3.0,2.0,3006.0,6969.0,1943.0,1.12,658660.0,752600.0,2708.0,45.57541275,-122.7103195,2.0,False,True,True,True,False,SINGLE_FAMILY
800000,4.0,2.0,3240.0,4791.0,1928.0,1.12,665840.0,803800.0,2999.0,45.52474976,-122.6194,3.0,False,True,True,True,False,SINGLE_FAMILY
721000,3.0,2.0,1854.0,5227.0,1923.0,1.12,591740.0,724400.0,2635.0,45.50629425,-122.6473236,3.0,False,True,,True,False,SINGLE_FAMILY
900000,4.0,3.0,2840.0,4791.0,1922.0,1.12,648050.0,904300.0,3066.0,45.53456116,-122.6081924,2.0,False,True,True,True,False,SINGLE_FAMILY
845000,5.0,4.0,3179.0,5227.0,2016.0,1.13,654290.0,849700.0,3349.0,45.53574371,-122.7981339,3.0,False,True,True,True,False,SINGLE_FAMILY
1100000,4.0,3.0,2998.0,10018.0,1987.0,1.12,885710.0,1105200.0,4119.0,45.51679993,-122.7220917,3.0,False,True,,,False,SINGLE_FAMILY
836000,,,,2619.0,,1.12,202000.0,,,45.55145645,-122.6681595,,False,False,False,,,SINGLE_FAMILY
876000,4.0,3.0,2705.0,4791.0,1908.0,1.12,641700.0,880200.0,2928.0,45.5677681,-122.6972885,3.0,False,True,,True,False,SINGLE_FAMILY
860000,4.0,2.0,3853.0,5227.0,1917.0,1.12,871130.0,864100.0,3525.0,45.51023865,-122.6461563,3.0,False,True,True,True,False,SINGLE_FAMILY
675000,3.0,3.0,1786.0,3049.0,1900.0,1.12,457640.0,598300.0,2732.0,45.47142792,-122.6705093,2.0,False,True,True,,False,SINGLE_FAMILY
740000,3.0,2.0,2512.0,4356.0,1909.0,1.12,641740.0,745700.0,2880.0,45.55665588,-122.6703339,3.0,False,True,True,,False,SINGLE_FAMILY
751000,3.0,3.0,2359.0,10018.0,1977.0,1.13,611430.0,754800.0,3391.0,45.52580261,-122.7659149,2.0,False,True,True,True,False,SINGLE_FAMILY
705000,3.0,2.0,1895.0,4791.0,1946.0,1.12,528990.0,708100.0,2512.0,45.56374741,-122.6289368,2.0,False,True,True,True,False,SINGLE_FAMILY
675000,4.0,3.0,2181.0,7840.0,1965.0,1.13,486440.0,678400.0,2196.0,45.53170013,-122.8169785,3.0,False,True,True,True,False,SINGLE_FAMILY
780000,5.0,4.0,2705.0,4791.0,2016.0,1.13,625750.0,802000.0,3494.0,45.5670166,-122.8347778,2.0,False,True,True,True,False,SINGLE_FAMILY
